handle,rating,class,solvedCount,maxStreak
wndudrla1010,1260,3,210,16
won7963,1260,3,173,6
yhoung11,1260,3,660,532
yjp8842,1260,4,166,4
yourri2,1260,4,192,15
zzambbang,1260,3,199,12
aadd19,1259,3,328,18
abcdefgiraffe,1259,4,181,11
agahong,1259,3,277,5
audxkawjd17,1259,3,445,110
axc5126,1259,4,161,51
bjjuni1206,1259,4,205,21
bor1bori,1259,3,217,10
broken565,1259,4,154,7
cbh0819,1259,3,258,53
cjswo1599,1259,4,269,162
coolblue1853,1259,3,253,5
daein0744,1259,2,258,8
dbfla5036,1259,4,137,9
dkossl,1259,3,1061,6
dntks1942,1259,3,258,26
ecvheo1,1259,3,159,16
ehdustj1001,1259,3,163,2
eksong333,1259,3,340,5
freekyr7529,1259,2,185,8
gouz7514,1259,3,272,4
happyalsrl,1259,3,282,26
insu12,1259,4,183,8
jeongth9446,1259,3,973,234
jeremyherz,1259,3,248,12
jintae1954,1259,2,234,7
jjkasas38,1259,4,271,5
jsy1240,1259,3,229,5
june568,1259,3,281,12
junwoo0127,1259,4,256,49
jyj1143,1259,0,125,8
kangjieun12,1259,3,274,141
kimsk3113,1259,0,153,5
leejoyce,1259,4,196,1
migon23,1259,3,250,7
mina5814,1259,2,180,5
minemin77,1259,4,223,3
nuyhus,1259,0,171,6
ohr0801,1259,3,207,4
psh97821,1259,3,198,7
qjaqnd1357,1259,3,202,5
rjsgml771,1259,4,259,24
rlaalsrbs,1259,3,526,17
seok981102,1259,3,191,19
sh05060,1259,1,178,7
shin4903,1259,3,164,9
shinbg,1259,3,244,90
simple_dev,1259,0,182,1
sju03460,1259,4,228,3
skyiswonder,1259,1,207,1
specimen,1259,2,382,1
supren,1259,3,269,6
swkwon25,1259,4,237,26
sws1870,1259,3,353,53
syeon0204,1259,0,137,2
testjyl,1259,3,225,49
tetepiti149,1259,0,135,11
toyy13,1259,3,329,64
turtle648,1259,4,164,12
udea94,1259,4,209,6
valthyme,1259,3,198,0
wjsghkqjsgh6,1259,3,289,13
wlskchlrh,1259,4,105,6
wodnjs395,1259,3,156,4
wony86a,1259,0,99,6
woong7361,1259,4,140,5
wre789812,1259,3,165,21
xtkriss9876,1259,3,321,4
yog0810,1259,3,208,10
yoonho1018,1259,3,320,5
05ovo22,1258,2,272,22
123macanic,1258,2,169,6
bgshin4793,1258,3,145,10
briancklee,1258,3,171,9
byungju98,1258,4,307,184
centneuf0109,1258,4,126,12
chosy142,1258,3,301,10
cjstjdgur123,1258,2,342,1
cjstjdwkdrk04,1258,3,218,5
com_hello,1258,3,347,8
cucupops,1258,3,252,6
dev_moonans,1258,4,143,10
doolli4163,1258,0,112,3
ehgusdl200,1258,2,269,19
eyh,1258,2,336,14
gkgksmf1,1258,3,164,4
hacerrumbo,1258,3,745,1
hackers458,1258,4,209,22
han980514,1258,3,260,12
hummingsy,1258,3,190,4
jcodestar,1258,4,189,50
jiiin97,1258,3,170,28
jolri24,1258,4,195,38
josuhee,1258,3,245,2
jschang,1258,3,160,4
jubin0919,1258,3,286,28
kajd0263,1258,3,214,9
khy2714,1258,3,196,6
kittse,1258,4,241,5
kkhblue,1258,3,159,3
kmy6898,1258,3,237,7
liam8014,1258,4,240,84
m9404,1258,3,435,10
minj5541,1258,3,213,6
myeoni,1258,4,127,9
parkjuseung,1258,2,256,14
pepe0003,1258,4,131,8
qogusgh0405,1258,4,253,19
santaiscoming,1258,2,170,11
sj0210,1258,3,171,5
skkdo,1258,3,176,12
sldow4624,1258,3,712,160
son336208,1258,4,203,9
sra777,1258,4,106,6
sydneyhryoo,1258,3,286,1
tlrpv12,1258,3,183,5
tyui13,1258,3,220,7
vetsoftware,1258,3,310,32
wd1336syj,1258,3,423,6
wjddnjs0528,1258,3,220,9
woosungko,1258,3,170,8
yn15,1258,4,284,6
yony1995,1258,0,121,4
0413gh,1257,4,239,9
1208cksals,1257,0,167,7
39541904,1257,0,120,1
aliceyun9,1257,3,159,13
alstjr7141,1257,4,310,55
azfcwqe123_b,1257,3,380,13
bestlalala,1257,3,248,8
cocodding0723,1257,4,258,11
daisyson01,1257,3,251,12
dbsdudfh01,1257,3,256,4
dbsehdgus,1257,1,167,1
dhdbcks99,1257,4,259,20
diddbtjr7,1257,3,442,15
dldjdtjr,1257,4,195,6
dlwlsrnr0126,1257,3,376,8
dohun2,1257,3,416,264
dup33333,1257,3,199,15
ehddnr1022,1257,3,228,4
eldk3131,1257,3,305,23
emplam27,1257,1,156,1
gil1312,1257,4,186,8
gminseang114,1257,4,308,16
hannn,1257,2,152,7
howcatchem,1257,3,272,27
hyunchun24,1257,2,192,9
jamies100501,1257,3,275,5
jihoon7171,1257,3,253,26
jmsk1998,1257,3,166,4
jsc9988,1257,0,125,8
julia341,1257,3,320,7
juntae0629,1257,3,552,131
kdl5001,1257,1,210,6
khshim0913,1257,4,184,28
kim6394,1257,3,252,1
ksknk0012,1257,4,210,146
lagoon,1257,3,112,5
leekitten123,1257,3,206,1
loco2925,1257,4,171,8
lovepool,1257,4,158,28
lucia0915,1257,0,142,3
mate_of_wind,1257,1,198,9
memento,1257,1,205,29
nm981212,1257,3,549,177
peelsob4d,1257,4,198,47
porefovjbironv,1257,4,189,73
qpple6,1257,4,258,1
qudgns133,1257,3,165,11
ris2131,1257,1,170,6
rstz,1257,3,767,1
sardor,1257,4,741,314
sdh230406,1257,3,736,315
sorrowaddict,1257,4,277,70
sosuh97,1257,3,197,76
ssg2864,1257,3,247,3
sskk713,1257,3,199,3
swanius,1257,3,133,1
th94228,1257,1,185,7
thomas1002,1257,3,197,6
tmdrbs8846,1257,3,327,65
tprogrammer,1257,3,298,12
trollinglife0215,1257,3,273,7
wlsdud6523,1257,3,218,7
woogi9698,1257,4,234,7
wwxn2,1257,3,284,19
xampak,1257,3,250,5
y718yang,1257,4,161,8
yulkang7,1257,4,213,38
1996skdms,1256,1,159,3
book9986,1256,3,207,5
bumy0409,1256,4,166,7
cheld2k,1256,2,188,11
chlwogns316,1256,3,327,8
clicksyk,1256,3,140,1
cnw950,1256,3,179,2
dannydaniel,1256,4,222,59
dnrgnl41,1256,0,115,3
etdong,1256,3,274,22
eun61n,1256,3,222,6
gkswn1212,1256,3,250,22
halcyon,1256,3,231,5
hyun0104,1256,3,209,15
iden2t,1256,3,187,4
inar,1256,0,173,0
iopem0000,1256,3,232,19
aodwndhks,1255,3,194,6
apple8785,1255,4,172,17
azurewings,1255,4,237,69
blooper20,1255,3,314,47
coc178,1255,4,214,12
cwj29,1255,4,191,7
dhe032,1255,3,347,13
dldustn48,1255,2,332,2
dlxodus777,1255,3,234,7
downeyy,1255,3,172,16
dutchcoffeewater,1255,4,543,14
dydgus913,1255,4,125,6
elvis1208,1255,4,219,7
h99spark,1255,3,942,17
harry7408,1255,4,316,16
hello9534,1255,3,201,5
hig228,1255,3,212,8
hjy9399,1255,0,242,86
hkhunk0202,1255,3,268,12
hyejeong0807,1255,3,217,3
hyj0660,1255,3,172,6
jackyoung96,1255,0,114,8
jeonghoon36,1255,3,158,3
joie,1255,3,288,19
junan,1255,0,115,22
kangna99,1255,4,188,34
kargo,1255,4,136,3
kmg0440,1255,3,143,1
kms941110,1255,3,363,26
kwonliz,1255,3,231,5
leel1257,1255,3,207,69
liasly,1255,0,184,1
line123,1255,4,299,43
log2hong,1255,3,419,25
lsl4497,1255,4,178,68
maenguin,1255,3,136,6
mokablack,1255,4,406,325
mute97,1255,1,162,8
ooyouj,1255,3,394,172
phy9106,1255,4,311,3
pianezx,1255,4,178,24
plbr,1255,4,213,5
qazxc753,1255,3,181,7
qkralsgud1324,1255,3,318,6
qls773322,1255,3,257,7
qoghqls,1255,3,261,10
qopwer4345,1255,3,287,6
qqains,1255,4,321,6
rubinstory,1255,3,201,3
sa051,1255,2,263,5
sbfl124,1255,1,167,18
smc5236,1255,3,243,2
staple_rice,1255,3,158,4
sunsik17,1255,3,182,9
sureiam,1255,0,120,9
tearbird99,1255,2,310,8
tlsxp13,1255,3,210,41
traveler22,1255,2,170,8
vkdldjdos,1255,0,173,1
win5649,1255,3,202,9
wjdgus9596,1255,3,165,43
wony1102,1255,1,160,2
zeki050309,1255,3,294,8
22kwak,1254,0,227,36
ahtl04,1254,3,418,6
alsrlehd2,1254,3,200,7
anzuroid,1254,3,292,94
belita76,1254,2,253,6
bru_slime,1254,4,626,13
choco8,1254,3,284,11
chomil96,1254,2,319,2
cotjs0321,1254,4,238,19
cwchris,1254,4,140,11
dhdustnr123,1254,4,199,9
dksms1,1254,3,962,46
dlrjswn96,1254,0,137,3
dltjs96,1254,3,234,13
dongyup0929,1254,4,248,68
duduri05,1254,3,434,122
esuperstar,1254,0,154,4
gaemotam,1254,0,140,12
gimchan1013,1254,2,161,6
gitae97,1254,2,381,19
hoyeon_park,1254,3,215,2
hyunmin266,1254,3,202,12
ji584738,1254,3,222,2
jikim08,1254,3,205,8
jingi6052,1254,3,208,5
jisounlee,1254,2,256,6
jmk0129,1254,4,170,5
joon8454,1254,3,172,4
junhan6620,1254,3,388,9
jwl0103,1254,3,207,16
jww5555,1254,1,158,5
kdqer,1254,2,204,6
kingsley,1254,3,260,7
minoaro,1254,4,303,45
minpic,1254,3,186,16
nicole2974,1254,2,218,5
kodw0402,1253,3,175,19
kseysh,1253,3,246,6
ky4013,1253,2,170,8
lukey0515,1253,0,154,5
mgmg,1253,2,244,19
multi1971,1253,3,263,33
pestyswami,1253,4,208,5
psm0921,1253,2,187,2
r12l25a,1253,3,625,384
rachel618,1253,2,245,11
randallk,1253,0,118,5
rlawnsxo0224,1253,3,445,157
s1_1v,1253,2,227,28
saevers3,1253,3,555,61
scbsoccer,1253,3,363,14
seojs0603,1253,2,231,10
seorii,1253,3,251,10
skvkffish,1253,3,216,0
sonhomin98,1253,3,142,6
ssohee,1253,4,333,8
success27,1253,3,294,182
tyoon97,1253,4,288,40
ung7497,1253,3,238,15
unme97,1253,0,118,9
wnstj701,1253,3,245,7
yurim11,1253,3,158,1
111esh,1252,4,367,16
2riing,1252,4,285,32
akqjqdmltn,1252,4,157,4
ansh925,1252,3,463,227
clszk,1252,4,245,44
da8265,1252,1,210,8
dbqls43,1252,3,261,6
dbrrlwns_2,1252,3,444,89
dlgudwns1207,1252,3,299,28
dnjsqo5,1252,3,157,6
dnjstjr428,1252,4,239,9
duncan,1252,3,165,8
dydelemf,1252,3,242,21
ekdh7456,1252,3,202,4
esilver,1252,3,313,17
gracemjy,1252,3,248,10
hht1289,1252,4,397,84
honco_v,1252,3,183,44
ijyj123,1252,0,128,7
insoohyun0901,1252,3,242,4
j2_3,1252,3,208,9
javawon,1252,3,233,1
jihongpaul,1252,3,253,5
joehan0810,1252,4,172,6
poqop721,1254,3,154,9
preterite1,1254,0,134,2
psy2173,1254,3,175,8
rcd7275,1254,3,227,17
rdkairen,1254,4,275,10
resiramoo,1254,3,248,15
rlarlarla,1254,4,400,222
rlqjarhrh,1254,0,133,2
sap03110,1254,3,335,5
sbkwon16,1254,3,356,71
sbm5661,1254,0,157,1
seoyamin,1254,3,177,5
sjm1309,1254,4,177,74
ssyeon,1254,3,127,4
thwn40,1254,3,162,10
tmsprqo,1254,3,235,15
tngus8474,1254,3,216,7
wjddn3711,1254,3,149,3
wl1524,1254,0,219,6
wnslii,1254,4,132,68
wntjd1057,1254,3,566,109
xogkr00,1254,0,138,4
ybs132,1254,4,163,7
yerin26,1254,3,278,10
yhs05323,1254,4,162,12
yuyeol3,1254,3,262,9
zxcdsa8482,1254,3,171,12
agencement,1253,3,425,108
annie0320,1253,2,191,1
cej12200,1253,3,199,15
chaeyeon20,1253,0,144,2
chanju123123,1253,4,179,39
cky2662,1253,4,243,10
cosmosLee,1253,3,249,3
ctfak,1253,3,209,5
dbdltm2,1253,3,281,47
duehee,1253,4,271,8
fafer08,1253,3,154,4
goofcode,1253,3,175,1
gym1029,1253,3,214,76
gytj2013,1253,0,125,6
haijun,1253,3,764,256
harry4455,1253,0,193,4
hfire1207,1253,4,239,13
hohoho,1253,3,453,1
jaeho214,1253,3,146,1
jennisu,1253,3,546,22
jhpark0,1253,3,179,16
jingooo2,1253,0,111,5
justyolo,1253,3,279,24
joker107,1252,3,278,63
juyeonma9,1252,1,229,6
keylook2,1252,0,106,0
kim0724,1252,4,205,8
kimm09,1252,3,244,10
kjh0315,1252,4,140,4
lcs5382,1252,3,259,11
leeas3140,1252,4,311,49
lotus0110,1252,2,176,23
master,1252,0,127,3
masters,1252,0,150,13
ministove3yo,1252,3,169,15
minl741,1252,3,251,7
minsky922,1252,3,212,19
neoskyclad,1252,3,251,17
pas901,1252,3,224,40
qkrdmlcks55,1252,3,214,19
qorwotjd,1252,1,207,12
rsdfa,1252,3,274,8
silver2679,1252,3,209,7
sksmss14,1252,3,241,12
smg0725,1252,3,241,30
sukim97,1252,3,310,1
swo98,1252,3,298,37
tndls219,1252,4,255,80
whiterisi,1252,3,256,14
wisechang1,1252,3,363,2
wjddnwls7879,1252,3,131,93
wlrhkd49,1252,3,251,7
wnstlr0615,1252,3,220,7
xoals25,1252,2,164,12
xogus507,1252,4,149,4
yujin4641,1252,3,278,8
zndnfjqbd,1252,3,186,41
1004kuki,1251,3,153,13
1552060,1251,3,186,2
adieu0115,1251,0,386,14
bklee8989,1251,4,206,5
byul3325,1251,3,186,4
canolayoo,1251,4,173,26
cutedanbi,1251,3,102,5
danzzy,1251,4,284,11
dbshin59,1251,3,236,5
dlsgh99,1251,3,245,1
dmjester,1251,1,159,1
dwookkim,1251,3,201,2
ejjeongs,1251,0,139,29
fun2314,1251,3,232,34
ghkxntpdl97,1251,3,624,10
gritjin,1251,1,169,6
jhs851,1256,1,180,14
jkkj0913,1256,4,288,5
jsangmin99,1256,3,559,20
junwon0317,1256,2,285,7
k010,1256,0,157,9
khyp1210,1256,4,146,7
kimdu1234,1256,3,656,185
kimgs0725,1256,3,265,1
leecr1215,1256,4,269,72
leehw1412,1256,4,248,40
leemh9207,1256,3,210,3
malrangcow00,1256,2,383,20
minseoi,1256,3,320,32
namdh0911,1256,3,151,3
new_face,1256,3,127,2
orangedid,1256,4,145,8
pdy051257,1256,3,238,92
pkjoho95,1256,0,242,1
pyqua3g,1256,4,161,46
qkrckdgus302,1256,3,273,8
qmfeksdh,1256,3,329,1
rightoilfe,1256,4,427,141
sdbwltns,1256,3,286,7
shoon0728,1256,3,280,9
speedlin1964,1256,0,172,1
sss3593,1256,4,159,16
stopkite,1256,3,277,6
studavid,1256,3,135,6
taekmin_kwon90,1256,0,113,7
tarae7617,1256,4,156,11
tkdgus3967,1256,3,239,17
tori333,1256,2,213,5
ttkdenddl11,1256,1,260,8
ugly2003,1256,4,112,10
ulim130,1256,4,196,3
viliketh1s98,1256,0,126,1
whoy259,1256,4,133,13
whysodrooled,1256,3,253,8
wodydthk7,1256,0,140,7
wpffl3333,1256,0,148,5
yh0872,1256,0,155,5
yiseun,1256,3,186,11
yoonan3,1256,4,111,6
youngman0515,1256,4,117,4
yssg9187,1256,3,283,75
zeun99,1256,3,176,5
zn7034,1256,4,358,7
zzang123014,1256,3,178,6
5120a,1255,2,229,6
ajpmj06,1255,2,221,4
dolsoy3i,1249,4,431,4
ehdgk1331,1249,0,111,5
geongmin521,1249,4,264,14
gkftndltdj,1249,2,166,0
gmdrnr34,1249,2,158,20
gonoghanan,1249,3,252,42
gowns9806,1249,3,329,5
hewk0528,1249,4,269,95
hey_ho,1249,4,141,16
hooo0503,1249,4,163,43
hvho1119,1249,0,131,3
jho7535,1249,1,185,5
jiwoong2,1249,4,209,21
joyyoj1,1249,2,283,5
kimss7334,1249,3,306,2
kyukun3,1249,4,172,61
limdy08,1249,3,188,3
linalan,1249,3,426,89
lsy4723,1249,3,619,400
meiri27,1249,4,169,56
minuk_dev,1249,3,251,4
myalice,1249,3,243,8
nanya03,1249,3,255,66
neo6450,1249,4,184,7
noelbird,1249,3,227,2
qkrwnekfa,1249,3,336,34
sadie100,1249,3,186,22
samll8539,1249,3,206,5
shy625,1249,3,304,13
skgudwn34,1249,3,154,2
skook77,1249,2,254,16
sksy368,1249,1,235,7
snwo,1249,2,195,5
songchb,1249,3,259,1
stdev17,1249,3,369,81
stz3148,1249,4,227,6
sunho3456,1249,3,260,12
tjsdnrdua1,1249,3,221,8
totokisung,1249,3,311,1
tylermyung1337,1249,0,280,9
whgdkgo0716,1249,3,259,6
xjubep,1249,3,264,6
yousun9591,1249,3,215,7
zeno1030,1249,3,192,6
0dmd,1248,4,208,7
2017136019,1248,3,194,14
akrnote,1248,3,140,1
alskflthd,1248,2,229,14
alstn2154,1248,4,208,4
binbni,1248,2,218,8
klop9090,1250,3,499,10
km7853,1250,3,454,22
koreatlwhs,1250,4,125,20
ksh97,1250,3,213,10
kurishin,1250,3,756,311
ldgo91,1250,4,173,10
leeinsung12,1250,2,258,9
leomessi,1250,3,162,1
lovekgm94,1250,0,114,2
lukei321,1250,3,280,5
minji4759,1250,3,184,1
minsoljkim,1250,3,235,3
name4510,1250,3,180,8
pearljam,1250,2,197,26
qjarl592,1250,0,120,4
qotnals1320,1250,3,461,1
qpalzmxn,1250,3,503,318
qttw456,1250,3,312,10
qwonst,1250,3,217,12
rady217,1250,4,271,9
ratels,1250,3,210,5
rkdrudahr,1250,3,179,2
rkfkaap,1250,1,186,1
ss62615,1250,1,179,6
thisiscrane,1250,4,251,16
thk98k,1250,3,175,5
uuas5866,1250,1,161,5
wadong02,1250,3,240,1
wjdrnghd329,1250,3,225,11
xeaquz,1250,4,127,7
y7133,1250,3,252,3
ydav,1250,4,178,1
yesul0718,1250,1,182,3
ysbsjh,1250,3,155,8
8bitcrab,1249,3,286,12
arlesian,1249,4,167,15
asxws7941,1249,3,253,21
baker0929,1249,3,209,10
barock,1249,2,283,1
bjw2761,1249,3,143,4
bms2002,1249,4,196,5
crepy,1249,3,144,9
d2bug,1249,0,140,1
dasolmon,1249,3,203,3
dhj1130,1249,3,200,6
dien12,1249,3,208,14
dkdpdldjdy,1249,3,367,7
dktkr1118,1249,3,246,9
dohy12,1249,3,218,18
boj2193,1248,2,227,9
bomb2lee,1248,1,199,6
chily232,1248,3,206,5
daljwak123,1248,3,150,16
dlwndms0812,1248,3,323,5
dnjs1318,1248,3,246,11
greenish0902,1248,3,252,11
gusgk2658,1248,0,128,21
gywns6287,1248,3,233,2
heung115,1248,4,157,66
honee8583,1248,3,179,6
hyun704902,1248,3,205,5
il6642,1248,3,150,1
inyoung0315,1248,3,310,5
jacob9404,1248,0,145,5
jangjaehyuk0522,1248,1,152,0
jh9826,1248,2,224,5
jues0379,1248,3,234,23
k0109974,1248,1,171,16
kimminseo228,1248,4,167,7
kingsubin,1248,3,228,3
kj980926,1248,3,279,5
kji98765,1248,4,188,33
leehy1235,1248,2,199,6
lejinhy,1248,1,178,5
ln8847,1248,3,196,7
miusic,1248,3,281,7
momiens,1248,3,1345,69
qorwns29,1248,0,134,7
redicaled,1248,4,218,4
sbr04119,1248,3,296,16
sdy1211,1248,4,97,27
sehee0207,1248,3,285,100
skdy1201,1248,4,182,5
stopeun129,1248,2,117,3
suhbokeon,1248,3,1151,305
sujin1025,1248,3,467,79
swchoi2000,1248,4,167,34
taebinalive,1248,3,355,1
th7283,1248,3,389,1
thealmightydenver,1248,3,180,1
thereisnofateeee,1248,2,221,32
tjdehd3698,1248,4,130,3
tlnzldr,1248,2,168,6
wjddnjs3333,1248,3,206,5
wkdghdwns199,1248,3,281,8
woals8503,1248,2,228,8
wook0413,1248,3,203,63
zidane92,1248,3,182,2
andy230,1247,3,123,5
ansnnd123,1247,3,206,6
bestporsche,1247,4,249,27
coldcold,1247,4,170,6
dbsk0677,1247,3,201,5
dkdltmais9,1247,0,244,15
dongphago,1247,3,498,2
dorocy02,1247,2,173,4
forbid403,1247,0,190,1
gksrbtjd5001,1247,3,387,8
hariaus,1247,3,277,5
hl1046,1247,3,147,14
imzero123,1247,0,114,5
jaejoodo1,1247,4,222,7
jeffoio,1247,3,316,2
juh7777,1247,3,164,10
kinjae00,1247,3,1189,478
kyt0315,1247,4,215,68
leios76,1247,4,186,34
lhh7985,1247,0,167,1
olivia258,1247,3,367,22
parkne0114,1247,3,248,27
richard08,1247,2,254,24
rkdtjdwns916,1247,0,181,7
seonyul59,1247,3,152,9
seventhseven,1247,3,264,7
shdudtjr12,1247,0,127,5
sjm4976,1247,3,159,0
thddyddls,1247,2,370,33
usjjh,1247,2,164,4
vlfstar,1247,3,169,4
whatisthat,1247,3,286,7
wngud1477,1247,3,234,10
wnsrb003,1247,3,168,3
woaud012,1247,3,227,13
1riberty,1246,3,294,130
ahtop00,1246,4,159,4
akfmtm1001,1246,3,389,30
aprnald28,1246,3,132,11
aspomn1973,1246,4,255,6
bisous1519,1246,1,153,15
blinkingchan,1246,0,247,1
boclair98,1246,3,404,9
bulliiee,1246,3,335,134
cherishxyun,1246,1,132,14
chhun23,1246,3,187,6
chxrry,1246,4,196,12
ddollet,1246,3,223,4
dejoker,1246,3,209,9
dlgpfla8181,1246,1,189,5
dlsxo14700,1246,3,398,11
dlwndmssla,1246,3,374,26
dmswn0261,1246,3,215,7
ejrdyd852,1246,3,415,6
forinpea121,1246,3,219,12
fpnuseis,1246,2,237,1
hoyungss123,1246,4,187,15
hyuk1019,1246,4,173,10
iknowiknow,1246,3,172,5
iliya0416,1246,1,205,4
imhaden,1246,3,189,17
integral_99,1246,3,353,1
jcw1031,1246,4,197,8
jgs7784,1246,3,265,64
jm991014,1246,2,237,9
kdtoaj14,1246,3,285,3
kksa5729,1246,1,204,15
kyuzu123123,1246,3,188,17
lchy0413,1246,0,127,2
min103jun,1246,3,143,5
mir,1246,3,160,31
nam5286,1246,3,480,34
opopqkr,1246,4,110,11
owjs3901,1246,3,501,1
pjy1971,1246,0,154,9
pk1pk1pk,1246,3,349,28
pqud7534,1246,2,195,19
pretium,1246,3,306,2
ptk57581,1246,3,337,48
rlawldbs25,1246,3,171,4
sayno,1246,2,472,9
sdasasqkim,1246,4,240,13
seanwoory,1246,3,192,6
shdudtjr77,1246,1,182,1
simon0630,1246,4,181,6
sjk1111,1246,3,252,60
sky834459,1246,3,233,7
smart8612,1246,4,211,0
somethingjw,1246,3,232,12
starpotato,1246,4,319,39
toltolyibh,1246,3,155,8
wom051,1246,3,275,11
woniwoni30,1246,2,294,18
xx10222,1246,3,248,5
yyn9704,1246,3,116,12
zaq7351,1246,3,235,8
3947grace,1245,3,212,39
4047ksh,1245,3,194,6
bbiddak99,1245,3,247,73
byj9402,1245,3,375,156
byoul14,1245,3,227,4
chan4756,1245,4,148,13
dlwnstn7,1245,2,308,2
dong00777,1245,3,212,5
fomalhaut20,1245,3,188,10
gibbon,1245,3,413,128
hamin,1245,0,146,10
hi98,1245,0,145,14
hyeonski,1245,4,210,10
issiscv,1245,3,259,11
jjheon0614,1245,3,204,10
jmju12,1245,3,166,6
jun1114,1245,3,393,14
junghyeonuk0912,1245,2,247,2
kjy154969,1245,3,359,7
lee4519698,1245,3,154,1
lhm7198,1245,3,139,1
luke5000,1245,3,305,17
meanwo0603,1245,4,148,4
polaris1009,1245,4,144,6
pse0503,1245,3,241,15
qownsduddd,1245,2,189,5
readmymemory,1245,4,542,245
redundant,1245,3,159,13
root7482,1245,1,176,8
seonjoo0885,1245,3,247,90
sinsisao,1245,1,220,1
skrud5985,1245,3,384,97
sunghyun1160,1245,3,367,5
thstnrhrh,1245,3,464,123
tjddus424,1245,3,212,1
wongeun0409,1245,4,139,12
x32_noah,1245,3,309,31
yubinpark2,1245,4,262,12
yunho_yun,1245,3,161,17
7533ymh,1244,3,296,6
ajhkim1208,1244,3,324,6
akkn0907,1244,3,643,7
allen246,1244,3,197,1
beeseo,1244,3,138,4
cho08,1244,3,265,1
claire1025,1244,3,251,9
danpatpang,1244,3,190,1
dlatjdqo34,1244,4,189,6
dlawldn10,1244,2,220,18
dnmslyyd,1244,4,166,5
explicit13,1244,4,252,112
gblader,1244,4,116,6
gusehdqkd,1244,3,264,18
gyummoway,1244,3,192,5
h625j,1244,0,152,10
hongston2,1244,3,255,1
hyowonwi,1244,4,183,10
hyunminkim,1244,3,293,6
jinvita,1244,0,123,47
jjjjyj4870,1244,3,245,10
jjz151,1244,3,210,2
joongh0113,1244,3,306,5
jws4894,1244,0,140,10
jyh4479,1244,3,242,12
katherinekiiim,1244,0,210,2
kdh0221,1244,3,436,42
khjeon5,1244,3,236,2
kl9512,1244,0,142,13
koji4321,1244,4,162,3
leejh0469,1244,4,258,74
martellato41,1244,2,433,293
moonjs96,1244,3,289,4
murra,1244,3,306,1
nes128,1244,3,181,6
nojingu1357,1244,4,201,15
nyangbal133,1244,3,228,24
ohrbfla1004,1244,0,288,6
olea,1244,3,170,8
ollan365,1244,4,204,4
ownit4137,1244,3,226,1
o_oz,1244,4,209,90
paul5404,1244,3,288,10
shumin,1244,3,275,5
sinaetown,1244,3,292,8
sorryisme,1244,4,197,23
soumatou,1244,3,656,539
sunskyhyun,1244,4,587,400
time_to_bye,1244,3,354,1
u1879,1244,4,188,10
valoon2,1244,0,126,4
whd8200,1244,3,232,14
whiwon818,1244,0,119,4
wisdomin121,1244,2,241,7
wodlxosxos,1244,0,148,4
wolfram_alpha,1244,1,180,3
ysotgood,1244,3,138,5
ziah20014,1244,3,130,5
123fish,1243,4,251,13
algoyoung,1243,2,271,2
brain19,1243,2,213,4
cabbi,1243,3,272,39
dldual84,1243,0,140,3
docdoc514,1243,1,181,7
errr,1243,3,335,27
ggj0418,1243,3,216,2
gh9712,1243,3,109,3
hdohe0113,1243,3,293,5
heeje1996,1243,3,139,12
heoj10272,1243,3,368,128
hjkim2040,1243,0,143,20
huns1013,1243,3,217,5
hy0433,1243,0,578,133
hyeon9698,1243,4,124,1
insut,1243,3,215,4
iriq0709,1243,4,230,5
jangbear,1243,4,269,18
jeff007,1243,4,129,4
jh981109,1243,4,277,10
jjh00704,1243,3,269,185
junmpark0,1243,3,112,1
k025489,1243,3,163,11
kjw2007,1243,2,410,6
kmj990929,1243,4,209,6
lch010201,1243,3,208,6
lhylhy0416,1243,3,152,6
logandev,1243,3,292,10
lyhhh0320,1243,1,213,12
mactto3487,1243,3,218,6
mhericlee,1243,0,223,10
nonazero,1243,0,153,0
nowtyk,1243,0,101,5
ohhyungsuh,1243,3,321,4
powerberry,1243,3,171,1
prkhch,1243,4,148,13
qudwjd4296,1243,4,215,12
rascal,1243,3,271,1
seyoung2725,1243,3,340,20
seyoung8239,1243,4,208,2
sjtxm11,1243,4,311,42
sohh,1243,3,296,2
suhyeonho,1243,1,152,1
swseokwon,1243,3,173,128
ung080721,1243,2,220,2
wjfhs1,1243,0,121,1
zaixiang2004,1243,1,173,2
zc753951,1243,3,179,2
zxcas57,1243,3,196,5
2214yj,1242,3,235,6
ace772,1242,4,173,8
ahagyue,1242,4,112,11
aksk333,1242,3,405,204
amebaleon,1242,4,177,2
chaechaepower,1242,3,263,18
cwicoding,1242,3,210,6
dain0826,1242,3,115,6
eerr20,1242,2,237,2
ftstokpark,1242,3,436,1
ghc1124,1242,3,253,16
gohead12,1242,2,230,16
gompyo0219,1242,3,326,18
guswns1029,1242,2,209,0
hee26368,1242,3,269,1
hoya6313,1242,2,219,37
hsminu56,1242,4,200,7
hwk999,1242,0,166,5
is21010,1242,3,253,10
jjjjjjjj,1242,3,924,9
jy5849,1242,4,118,13
kcl693427,1242,3,234,8
kiii,1242,2,198,1
kjsu0209,1242,0,133,3
kms990415,1242,3,214,41
ksy3843,1242,3,755,493
kupa10000,1242,4,213,8
kys04171,1242,4,370,21
lets_social_distance,1242,3,131,6
limagine,1242,1,166,1
m1lsun0710,1242,3,196,10
miloul,1242,3,246,12
moonlightae,1242,3,379,5
ophera01,1242,3,461,64
pjs1997,1242,3,353,6
